Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
OKLAHOMA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.583449, -97.508297)",,20191146
TENNESSEE,2019,11,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",,20191142
WYOMING,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191156
ARIZONA,2019,11,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20191149
ILLINOIS,2019,11,,-,5,,8,,8,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.124144, -89.148632)",,20191115
NEW HAMPSHIRE,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191106
RHODE ISLAND,2019,11,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191107
MISSISSIPPI,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191141
LOUISIANA,2019,11,,-,1,,1,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191145
MISSOURI,2019,11,,-,3,,2,,2,,,-,0,,,-,,-,,-,6,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191124
MICHIGAN,2019,11,,-,3,,2,,8,,,-,0,,,-,,-,,-,4,,,-,1,,"MICHIGAN
(44.874798, -85.730977)",,20191117
VERMONT,2019,11,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191108
SOUTH DAKOTA,2019,11,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191127
SOUTH ATLANTIC,2019,11,3,,20,,60,,77,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC,20191128
NEW YORK CITY,2019,11,2,,11,,24,,13,,,-,17,,65,,,-,,-,6,,10,,1,,,NEW YORK CITY,20191112
EAST NORTH CENTRAL,2019,11,2,,8,,21,,28,,,-,2,,4,,,-,,-,4,,2,,3,,,EAST NORTH CENTRAL,20191114
KANSAS,2019,11,,-,2,,2,,2,,,-,3,,,-,11,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20191122
NORTH DAKOTA,2019,11,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191126
FLORIDA,2019,11,,-,4,,,-,6,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191131
WISCONSIN,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191119
CALIFORNIA,2019,11,,-,5,,10,,9,,,-,3,,,-,2,,,-,2,,6,,1,,"CALIFORNIA
(37.211164, -119.662127)",,20191159
ARKANSAS,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20191144
MASSACHUSETTS,2019,11,,-,4,,9,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191105
MAINE,2019,11,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191104
WASHINGTON,2019,11,,-,4,,5,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191162
GEORGIA,2019,11,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191132
PENNSYLVANIA,2019,11,,-,8,,12,,14,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",,20191113
MARYLAND,2019,11,3,,9,,27,,41,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191133
MIDDLE ATLANTIC,2019,11,2,,24,,53,,48,,2,,17,,68,,,-,5,,45,,49,,5,,,MIDDLE ATLANTIC,20191109
OREGON,2019,11,,-,2,,,-,3,,,-,3,,5,,2,,,-,1,,2,,,-,"OREGON
(43.940449, -120.605279)",,20191161
TEXAS,2019,11,,-,5,,1,,3,,,-,5,,7,,5,,,-,1,,1,,1,,"TEXAS
(31.447238, -99.317341)",,20191147
NEVADA,2019,11,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191153
NEBRASKA,2019,11,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191125
UTAH,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191155
COLORADO,2019,11,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20191150
SOUTH CAROLINA,2019,11,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191135
WEST NORTH CENTRAL,2019,11,,-,5,,7,,9,,,-,3,,,-,11,,,-,6,,,-,1,,,WEST NORTH CENTRAL,20191120
US TERRITORIES,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191163
NEW YORK,2019,11,,-,4,,6,,8,,2,,1,,3,,,-,5,,43,,38,,2,,"NEW YORK
(42.921241, -75.59655)",,20191111
HAWAII,2019,11,1,,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191160
PACIFIC,2019,11,2,,8,,18,,17,,,-,3,,5,,4,,,-,3,,8,,1,,,PACIFIC,20191157
DISTRICT OF COLUMBIA,2019,11,,-,2,,4,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191130
NORTH CAROLINA,2019,11,,-,4,,7,,7,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191134
WEST VIRGINIA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191137
MAINE,2019,12,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191204
CONNECTICUT,2019,12,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191203
MINNESOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191223
VERMONT,2019,12,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191208
NEW YORK CITY,2019,12,,-,11,,26,,14,,,-,17,,99,,,-,,-,6,,11,,1,,,NEW YORK CITY,20191212
CALIFORNIA,2019,12,,-,5,,10,,11,,,-,3,,,-,5,,,-,2,,6,,1,,"CALIFORNIA
(37.211164, -119.662127)",,20191259
PENNSYLVANIA,2019,12,,-,8,,12,,15,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",,20191213
FLORIDA,2019,12,,-,4,,,-,6,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191231
IOWA,2019,12,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191221
DELAWARE,2019,12,,-,3,,5,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191229
NEW HAMPSHIRE,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191206
OHIO,2019,12,2,,4,,13,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191218
NEW MEXICO,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191254
WISCONSIN,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191219
RHODE ISLAND,2019,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191207
WASHINGTON,2019,12,,-,4,,5,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191262
MISSOURI,2019,12,1,,3,,3,,2,,,-,0,,,-,,-,,-,6,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191224
NORTH DAKOTA,2019,12,1,,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191226
MONTANA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191252
WEST NORTH CENTRAL,2019,12,2,,5,,9,,9,,,-,3,,,-,14,,,-,6,,,-,1,,,WEST NORTH CENTRAL,20191220
DISTRICT OF COLUMBIA,2019,12,,-,2,,5,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191230
KANSAS,2019,12,,-,2,,2,,2,,,-,3,,,-,14,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20191222
EAST SOUTH CENTRAL,2019,12,,-,4,,3,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL,20191238
US TERRITORIES,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191263
HAWAII,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191260
ARIZONA,2019,12,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20191249
COLORADO,2019,12,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20191250
AMERICAN SAMOA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191264
WYOMING,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191256
NEW JERSEY,2019,12,,-,6,,11,,14,,,-,6,,,-,,-,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191210
ALABAMA,2019,12,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191239
SOUTH DAKOTA,2019,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191227
MICHIGAN,2019,12,,-,3,,2,,8,,,-,0,,,-,,-,,-,4,,1,,1,,"MICHIGAN
(44.874798, -85.730977)",,20191217
MARYLAND,2019,12,3,,9,,30,,43,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191233
TOTAL,2019,12,9,,56,,198,,234,,1,,20,,123,,26,,3,,45,,71,,14,,,TOTAL,20191270
IDAHO,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191251
UTAH,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191255
GEORGIA,2019,12,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191232
WEST VIRGINIA,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191237
WEST SOUTH CENTRAL,2019,12,,-,8,,2,,19,,1,,5,,8,,5,,,-,1,,3,,3,,,WEST SOUTH CENTRAL,20191243
KENTUCKY,2019,12,,-,2,,,-,1,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20191240
SOUTH CAROLINA,2019,12,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191235
LOUISIANA,2019,12,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191245
NEVADA,2019,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191253
NEW ENGLAND,2019,12,1,,5,,12,,8,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND,20191202
ALASKA,2019,12,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191258
INDIANA,2019,12,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.919991, -86.2818)",,20191216
SOUTH ATLANTIC,2019,12,4,,20,,66,,84,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC,20191228
NEW YORK,2019,12,,-,5,,6,,10,,,-,2,,3,,,-,2,,43,,40,,2,,"NEW YORK
(42.921241, -75.59655)",,20191211
MISSISSIPPI,2019,12,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191241
NORTH CAROLINA,2019,12,,-,4,,7,,8,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191234
US RESIDENTS,2019,12,9,,56,,197,,234,,1,,20,,123,,26,,3,,45,,71,,14,,,US RESIDENTS,20191201
NEBRASKA,2019,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191225
ARKANSAS,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20191244
U.S. VIRGIN ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191268
GUAM,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191266
VIRGINIA,2019,12,1,,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191236
MOUNTAIN,2019,12,,-,4,,8,,11,,,-,0,,,-,,-,,-,1,,2,,,-,,MOUNTAIN,20191248
OREGON,2019,12,,-,2,,,-,3,,,-,3,,6,,2,,1,,1,,4,,,-,"OREGON
(43.940449, -120.605279)",,20191261
TENNESSEE,2019,12,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",,20191242
TEXAS,2019,12,,-,7,,1,,14,,1,,5,,8,,5,,,-,1,,3,,1,,"TEXAS
(31.447238, -99.317341)",,20191247
ILLINOIS,2019,12,,-,5,,9,,8,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.124144, -89.148632)",,20191215
NON-US RESIDENTS,2019,12,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191269
OKLAHOMA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.583449, -97.508297)",,20191246
EAST NORTH CENTRAL,2019,12,2,,8,,24,,28,,,-,2,,4,,,-,,-,4,,3,,3,,,EAST NORTH CENTRAL,20191214
MIDDLE ATLANTIC,2019,12,,-,24,,55,,53,,,-,17,,102,,,-,2,,45,,52,,5,,,MIDDLE ATLANTIC,20191209
PACIFIC,2019,12,,-,8,,18,,19,,,-,3,,6,,7,,1,,3,,10,,1,,,PACIFIC,20191257
MASSACHUSETTS,2019,12,1,,4,,10,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191205
PUERTO RICO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191267
NORTHERN MARIANA ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191265
MISSISSIPPI,2019,13,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191341
MOUNTAIN,2019,13,,-,4,,11,,11,,,-,0,,,-,,-,,-,1,,2,,,-,,MOUNTAIN,20191348
OKLAHOMA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.583449, -97.508297)",,20191346
GEORGIA,2019,13,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191332
LOUISIANA,2019,13,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191345
WYOMING,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191356
SOUTH CAROLINA,2019,13,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191335
WASHINGTON,2019,13,,-,4,,6,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191362
US RESIDENTS,2019,13,3,,56,,209,,246,,,-,20,,125,,29,,15,,45,,103,,16,,,US RESIDENTS,20191301
NEBRASKA,2019,13,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191325
MONTANA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191352
MIDDLE ATLANTIC,2019,13,,-,24,,57,,56,,,-,18,,105,,,-,11,,45,,63,,5,,,MIDDLE ATLANTIC,20191309
NEW YORK CITY,2019,13,,-,11,,28,,15,,,-,17,,102,,,-,,-,6,,11,,1,,,NEW YORK CITY,20191312
MARYLAND,2019,13,1,,9,,31,,44,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191333
WEST NORTH CENTRAL,2019,13,,-,5,,9,,11,,,-,2,,,-,16,,,-,6,,,-,2,,,WEST NORTH CENTRAL,20191320
CONNECTICUT,2019,13,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191303
INDIANA,2019,13,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.919991, -86.2818)",,20191316
OREGON,2019,13,,-,2,,1,,3,,,-,3,,5,,2,,,-,1,,4,,,-,"OREGON
(43.940449, -120.605279)",,20191361
NORTHERN MARIANA ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191365
PACIFIC,2019,13,,-,8,,20,,19,,,-,3,,5,,8,,,-,5,,15,,2,,,PACIFIC,20191357
EAST SOUTH CENTRAL,2019,13,,-,4,,3,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL,20191338
WEST SOUTH CENTRAL,2019,13,,-,8,,2,,20,,,-,5,,8,,5,,,-,1,,3,,3,,,WEST SOUTH CENTRAL,20191343
NEVADA,2019,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191353
NEW ENGLAND,2019,13,1,,5,,13,,9,,,-,2,,2,,,-,1,,1,,1,,,-,,NEW ENGLAND,20191302
MINNESOTA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191323
HAWAII,2019,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191360
IDAHO,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191351
SOUTH ATLANTIC,2019,13,1,,20,,67,,88,,,-,3,,,-,,-,1,,3,,1,,,-,,SOUTH ATLANTIC,20191328
KANSAS,2019,13,,-,2,,2,,2,,,-,2,,,-,16,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20191322
OHIO,2019,13,1,,4,,14,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191318
NORTH DAKOTA,2019,13,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191326
ARKANSAS,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20191344
VIRGINIA,2019,13,,-,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191336
COLORADO,2019,13,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20191350
MISSOURI,2019,13,,-,3,,3,,2,,,-,0,,,-,,-,,-,6,,,-,1,,"MISSOURI
(38.3675, -92.477244)",,20191324
MAINE,2019,13,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191304
PUERTO RICO,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191367
U.S. VIRGIN ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191368
TEXAS,2019,13,,-,7,,1,,15,,,-,5,,8,,5,,,-,1,,3,,1,,"TEXAS
(31.447238, -99.317341)",,20191347
EAST NORTH CENTRAL,2019,13,1,,8,,27,,29,,,-,2,,4,,,-,2,,11,,17,,3,,,EAST NORTH CENTRAL,20191314
ARIZONA,2019,13,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20191349
WEST VIRGINIA,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191337
GUAM,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191366
NORTH CAROLINA,2019,13,,-,4,,7,,9,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191334
KENTUCKY,2019,13,,-,2,,,-,1,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20191340
DISTRICT OF COLUMBIA,2019,13,,-,2,,5,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191330
NEW YORK,2019,13,,-,5,,6,,10,,,-,2,,3,,,-,11,,43,,51,,2,,"NEW YORK
(42.921241, -75.59655)",,20191311
US TERRITORIES,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191363
TENNESSEE,2019,13,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",,20191342
PENNSYLVANIA,2019,13,,-,8,,12,,15,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",,20191313
DELAWARE,2019,13,,-,3,,5,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191329
UTAH,2019,13,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191355
RHODE ISLAND,2019,13,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191307
NEW MEXICO,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191354
ALABAMA,2019,13,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191339
ALASKA,2019,13,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191358
IOWA,2019,13,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191321
WISCONSIN,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191319
TOTAL,2019,13,3,,56,,210,,246,,,-,20,,125,,29,,15,,45,,103,,16,,,TOTAL,20191370
VERMONT,2019,13,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191308
MICHIGAN,2019,13,,-,3,,2,,8,,,-,0,,,-,,-,2,,11,,15,,1,,"MICHIGAN
(44.874798, -85.730977)",,20191317
MASSACHUSETTS,2019,13,1,,4,,11,,5,,,-,0,,,-,,-,1,,1,,1,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191305
FLORIDA,2019,13,,-,4,,,-,7,,,-,3,,,-,,-,1,,2,,1,,,-,"FLORIDA
(28.260731, -82.420978)",,20191331
NON-US RESIDENTS,2019,13,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191369
SOUTH DAKOTA,2019,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191327
AMERICAN SAMOA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191364
